Symbol	log2FoldChange	foldChange	pvalue	padj	qvalue
CPNE4	0.1097769857	1.0790614205	0.1030251293	0.3290631381	0.2114542393
VTI1B	-0.0428856315	0.9707114191	0.1031678515	0.3290631381	0.2114542393
RPS27	0.0553418924	1.0391053231	0.1031870392	0.3290631381	0.2114542393
SSRP1	-0.0932014097	0.9374402145	0.1032051668	0.3290631381	0.2114542393
PCNA	0.3952943708	1.3152110915	0.103213733	0.3290631381	0.2114542393
FAM120C	0.0538389158	1.0380233635	0.1035440346	0.329820658	0.2119410175
SARNP	-0.0521784337	0.9644788897	0.1037898913	0.3300586632	0.2120939584
FYN	0.0309897667	1.0217128355	0.1038850577	0.3300586632	0.2120939584
PSMB7	0.042733541	1.0300636881	0.1038970497	0.3300586632	0.2120939584
PIP4K2A	-0.1254562774	0.9167140706	0.1043679842	0.3312589544	0.2128652592
CSNK1G3	0.0325111882	1.0227908705	0.104504443	0.3313964421	0.2129536081
PIK3C2A	-0.0586627261	0.9601537	0.1046314676	0.3315037949	0.2130225925
COG3	-0.048319593	0.9670620775	0.1048481267	0.3318946929	0.2132737815
ATP5A1	-0.051985089	0.9646081543	0.1050220144	0.3321496243	0.213437599
ARAP2	-0.0681387706	0.9538677951	0.1054988661	0.333361426	0.2142162964
HSD17B12	-0.05898706	0.959937871	0.1056850509	0.3336534261	0.2144039341
CEP41	-0.0480096953	0.9672698293	0.1057968727	0.3337103484	0.2144405121
VSNL1	-0.0444583009	0.9696538315	0.1061307327	0.334466915	0.2149266778
CBR3	0.0872964813	1.0623774882	0.106387275	0.3349786942	0.2152555444
EXOC8	0.0321726221	1.0225508741	0.1066944826	0.3353672728	0.215505243
PTRF	-0.0749815055	0.949354291	0.1066991998	0.3353672728	0.215505243
SF3B2	-0.0342783237	0.9765201212	0.1070503484	0.3361739978	0.2160236402
EHD4	-0.1019654704	0.93176273	0.1075900234	0.3375708141	0.216921227
HSDL2	0.0405317733	1.0284928563	0.1079891021	0.3384208223	0.2174674378
DYNC1H1	0.0313183551	1.0219455674	0.1081053192	0.3384208223	0.2174674378
ARFGAP2	-0.0533020014	0.963728048	0.1082221844	0.3384208223	0.2174674378
IGL	0.2225256711	1.1667744269	0.1082833404	0.3384208223	0.2174674378
LOH12CR1	-0.0524279991	0.9643120632	0.1083365139	0.3384208223	0.2174674378
RALBP1	0.037702097	1.0264775659	0.1084740472	0.3385532104	0.2175525097
PC	-0.0673923988	0.954361402	0.1086492616	0.3385720118	0.2175645914
H2AFY	-0.0462325673	0.9684620573	0.1086703872	0.3385720118	0.2175645914
TAB1	0.0522035198	1.0368473579	0.1088898194	0.3389588605	0.2178131783
PACSIN2	0.0554432003	1.039178293	0.1090152092	0.3390168072	0.2178504145
TUBB4A	0.0372368148	1.0261465709	0.1090990006	0.3390168072	0.2178504145
PPIL3	0.1528192762	1.1117398832	0.1092486174	0.3391854979	0.2179588144
HSP90AB1	-0.0493975041	0.9663398059	0.1094112794	0.3392014468	0.217969063
CIAO1	0.1924294606	1.1426863504	0.1094444241	0.3392014468	0.217969063
TAGLN3	-0.0445889794	0.9695660048	0.1096675865	0.3394245864	0.2181124513
KHSRP	-0.0529300894	0.9639765193	0.1097072159	0.3394245864	0.2181124513
AIMP2	-0.0636036652	0.956870992	0.109848755	0.3395204792	0.2181740716
GNG3	-0.0546494927	0.9628283369	0.109929059	0.3395204792	0.2181740716
PSMD1	0.0389209358	1.0273451361	0.110096271	0.3396706409	0.2182705647
UQCC1	-0.0641745402	0.9564924326	0.1102558417	0.3396706409	0.2182705647
UPF3B	0.0745538088	1.0530353069	0.1102640782	0.3396706409	0.2182705647
PET100	-0.0617472941	0.9581030272	0.1104950172	0.3398427559	0.2183811648
TALDO1	-0.0445082004	0.969620294	0.1105222808	0.3398427559	0.2183811648
SEPT6	-0.0399555981	0.9726848833	0.1106064956	0.3398427559	0.2183811648
NPTX1	0.0526247051	1.0371501028	0.1109590639	0.3404821257	0.2187920205
SYN3	0.0889215364	1.0635748269	0.1110059769	0.3404821257	0.2187920205
KSR2	-0.0742642811	0.9498263723	0.1113470375	0.3410508989	0.2191575112
ACAD8	0.0803126253	1.0572471163	0.111383121	0.3410508989	0.2191575112
TOLLIP	0.0298456545	1.0209028994	0.1116331927	0.3415226995	0.2194606878
VPS26B	0.0436215804	1.0306979307	0.1118120184	0.3417759119	0.2196234007
GABBR1	0.044214278	1.031121456	0.1120207348	0.3421199782	0.2198444959
EPS15	-0.0486486798	0.9668415104	0.1124983194	0.343283894	0.2205924221
PBXIP1	0.0937700248	1.0671552129	0.1134595461	0.3459203643	0.222286604
TNFAIP8L3	0.0803537366	1.0572772442	0.1135774347	0.3459833157	0.2223270562
NEBL	-0.0595868695	0.9595388538	0.1139636216	0.3468343638	0.2228739353
HSPD1	-0.0412292907	0.9718265212	0.1140517723	0.3468343638	0.2228739353
BPHL	-0.1138730798	0.9241038664	0.1144396702	0.3477167775	0.2234409697
GLS2	-0.045014913	0.9692797975	0.1146463107	0.3480474175	0.2236534372
ANP32A	-0.0417593412	0.9714695348	0.1149621847	0.3487088262	0.2240784549
HPCAL4	0.0808269523	1.0576240967	0.1152359368	0.3491285789	0.2243481858
AHCYL2	-0.046945498	0.9679835946	0.1153602066	0.3491285789	0.2243481858
CACNB3	0.0586661293	1.041502375	0.1153949435	0.3491285789	0.2243481858
USP32	-0.0514311917	0.9649785696	0.1155710264	0.3493642411	0.2244996211
PRUNE	0.0433580911	1.0305097045	0.1157801763	0.3495604763	0.2246257208
CNP	-0.062893863	0.9573418859	0.1158360706	0.3495604763	0.2246257208
ATP6AP2	0.1162535376	1.0839164364	0.1159306807	0.3495604763	0.2246257208
NOP58	0.0572464927	1.0404780229	0.1160691253	0.3496815815	0.2247035423
ALYREF	-0.0633935704	0.957010348	0.1165600934	0.3508636313	0.2254631213
FAM98A	-0.0668329095	0.9547315831	0.1167084012	0.3510130952	0.225559166
ATG12	-0.040369376	0.9724059486	0.1171865831	0.3521536003	0.2262920486
KIF5C	-0.0323742419	0.9778097921	0.117399851	0.352496768	0.2265125663
ALS2	0.0471146269	1.0331964753	0.1175801039	0.3527403116	0.2266690662
KIFAP3	0.0483572238	1.0340867534	0.1177100242	0.3528325747	0.226728354
PPID	-0.0756147094	0.9489377075	0.1178452049	0.3529404368	0.2267976656
PSMA7	0.0293990444	1.020586911	0.1179666589	0.3530070415	0.2268404655
HAPLN2	-0.1816757221	0.8816783125	0.1180788824	0.3530459357	0.2268654587
EXOC6	0.0544176105	1.0384398196	0.1182061395	0.3531062903	0.2269042422
EARS2	0.0763558084	1.0543514234	0.1183481308	0.3531062903	0.2269042422
SIAE	-0.0990258011	0.9336632471	0.1183967972	0.3531062903	0.2269042422
ERI3	0.0282700865	1.0197885795	0.1186639517	0.35360665	0.2272257707
ITPKB	0.1058708898	1.0761438138	0.1189038913	0.3540251424	0.2274946917
HK1	-0.0266021052	0.9817297872	0.1194806509	0.3554449463	0.2284070502
PYGM	-0.0787500727	0.9468776507	0.1196858791	0.3557580267	0.228608234
GRAMD1B	-0.0630020615	0.9572700903	0.1207911243	0.3587435897	0.2305267411
CACNA2D2	-0.0481321906	0.9671877045	0.1212832705	0.3595610405	0.2310520307
NSDHL	0.0830714591	1.0592708009	0.1214114468	0.3595610405	0.2310520307
SIPA1L1	-0.047548938	0.9675787981	0.1214247954	0.3595610405	0.2310520307
ABCF2	-0.0535389872	0.9635697533	0.1214705932	0.3595610405	0.2310520307
RPS25	0.1653848152	1.1214651705	0.1216402944	0.3597640628	0.2311824918
CNTNAP1	-0.0581304005	0.9605080428	0.1223334968	0.361513772	0.2323068456
SF1	-0.042658482	0.9708642678	0.1228115872	0.362383201	0.2328655361
MPI	0.0511451119	1.036086972	0.1228709513	0.362383201	0.2328655361
OCIAD2	-0.0879687551	0.9408464835	0.1229332556	0.362383201	0.2328655361
AGAP1	-0.0864157456	0.9418598163	0.1232480064	0.3627580779	0.2331064301
JAK1	-0.0480443501	0.9672465949	0.1233499654	0.3627580779	0.2331064301
CASKIN1	-0.0442473957	0.9697955939	0.1233662941	0.3627580779	0.2331064301
CALM1	-0.0564257771	0.9616436065	0.1236345659	0.3632467263	0.233420433
UBE2K	0.0321491826	1.0225342608	0.1246251125	0.3653917653	0.2347988237
L2HGDH	-0.0581457746	0.9604978072	0.1246331722	0.3653917653	0.2347988237
MRPS5	0.0733992475	1.0521929199	0.1246727384	0.3653917653	0.2347988237
LZTS1	-0.04837287	0.9670263657	0.1250298069	0.3661366691	0.235277495
PSMC6	0.031904588	1.022360915	0.125876196	0.3683120931	0.236675411
LYNX1	-0.0646342798	0.9561876785	0.1260574029	0.3685392271	0.2368213661
DHRS7	-0.0397957993	0.9727926279	0.1261632017	0.3685457073	0.2368255303
SGPL1	0.0446508887	1.0314335571	0.1262925551	0.3686209277	0.2368738665
GNAO1	-0.037993137	0.974008902	0.1264053667	0.3686477825	0.2368911233
ATP6V1E1	0.0311424267	1.0218209546	0.1266525766	0.3690662307	0.2371600158
GAS7	-0.0562794287	0.9617411616	0.12679778	0.3691869897	0.2372376149
MAP9	-0.1191681423	0.9207183836	0.1269173186	0.369232886	0.2372671076
CSE1L	0.035252667	1.024736275	0.1271915088	0.3696491917	0.2375346235
SNTB2	0.0607203608	1.0429864107	0.1272682012	0.3696491917	0.2375346235
CTNNA1	0.0482333284	1.0339979522	0.1274590289	0.3699014885	0.2376967481
PRKAR1A	0.0377325444	1.0264992294	0.1278711909	0.3706832283	0.23819909
RPL13	0.1788726572	1.1319989792	0.1280312829	0.3706832283	0.23819909
FAM171A1	0.0409078072	1.0287609647	0.1280409465	0.3706832283	0.23819909
PRKAR1B	-0.0449409773	0.9693294728	0.1284597682	0.3711797107	0.2385181269
C6orf203	-0.0467781534	0.9680958818	0.128468731	0.3711797107	0.2385181269
CUTA	-0.1026487672	0.9313215281	0.1288739301	0.3711797107	0.2385181269
NTNG1	-0.0819386727	0.944787202	0.1289106681	0.3711797107	0.2385181269
PLBD2	0.0661749469	1.04693723	0.1289306796	0.3711797107	0.2385181269
MLLT4	0.0523342837	1.0369413406	0.1290079352	0.3711797107	0.2385181269
TMPO	0.05300754	1.0374253585	0.1290252235	0.3711797107	0.2385181269
NDUFS7	0.0712768747	1.0506461593	0.1290470214	0.3711797107	0.2385181269
HINT1	-0.086119626	0.9420531571	0.1293129194	0.3715647089	0.2387655248
EPN2	0.0444287684	1.0312747677	0.1293897342	0.3715647089	0.2387655248
SEC13	-0.0680064367	0.9539552944	0.1295174201	0.3716314361	0.2388084033
DYRK1A	0.0366485545	1.0257282439	0.1304959901	0.3741375768	0.2404188361
PRKCG	0.0964749476	1.0691579093	0.1311329601	0.3754806877	0.2412819121
ZMYND8	-0.0595371057	0.9595719523	0.1311817233	0.3754806877	0.2412819121
SBF1	0.0307068745	1.0215125117	0.1312810499	0.3754806877	0.2412819121
GUCY1B3	-0.0371651009	0.9745680957	0.1315755177	0.3760206361	0.2416288801
CADM2	0.0488250478	1.034422132	0.1317590981	0.3760357517	0.2416385933
GYS1	-0.0699593567	0.9526648359	0.1318035277	0.3760357517	0.2416385933
PPP2R4	0.0405654532	1.028516867	0.1318978691	0.3760357517	0.2416385933
HBD	0.1562318415	1.1143727165	0.1320749735	0.3762391959	0.2417693255
SORBS2	0.0636989868	1.0451420123	0.13244159	0.3769817417	0.2422464815
PPM1B	-0.0730650212	0.9506162567	0.1326531502	0.377282101	0.2424394908
AMPH	0.0333498049	1.0233855761	0.1328927136	0.3776615616	0.2426833302
ARPC1A	0.0369844941	1.0259671183	0.1332909955	0.3782914792	0.2430881119
GID8	-0.065905667	0.9553454012	0.1333270137	0.3782914792	0.2430881119
UBE3B	0.0499906796	1.0352582356	0.1345953987	0.3813112568	0.2450286051
FAH	0.0618905848	1.0438327593	0.1346652856	0.3813112568	0.2450286051
NPLOC4	0.030931171	1.021671339	0.1347128302	0.3813112568	0.2450286051
L3HYPDH	0.2410102938	1.1818199793	0.1351915822	0.3823622014	0.2457039365
RABL6	0.0387298743	1.02720909	0.1354421793	0.3827035749	0.2459233014
EEF1E1	-0.0428540086	0.9707326967	0.1355274043	0.3827035749	0.2459233014
SORT1	-0.0277937318	0.9809192401	0.1356353948	0.3827047857	0.2459240794
RPL19	-0.0457647863	0.9687761234	0.1360085584	0.3829482197	0.2460805088
PLXND1	0.0916294248	1.0655729945	0.1360771373	0.3829482197	0.2460805088
MGEA5	0.0598802987	1.0423792704	0.1361001723	0.3829482197	0.2460805088
TFG	-0.0338918141	0.9767817739	0.1361786078	0.3829482197	0.2460805088
GFAP	0.2137495737	1.159698334	0.1362598218	0.3829482197	0.2460805088
ANXA4	0.0459344127	1.032351602	0.1364561549	0.3831973158	0.2462405767
ANXA3	-0.0980586297	0.9342893775	0.1369855706	0.3843806468	0.2470009789
NT5E	-0.0736391823	0.9502380075	0.1372230273	0.3847435234	0.2472341616
CBX1	0.0535155024	1.0377906927	0.1373641584	0.3848359651	0.2472935641
TMOD3	0.0537722697	1.0379754125	0.1375111093	0.384944553	0.2473633421
PTPRN2	0.0817660117	1.0583127349	0.1377598366	0.3853376563	0.2476159482
GOT2	-0.0385972585	0.9736011259	0.1379842378	0.3855428279	0.2477477904
FCER1G	0.085527978	1.0610759885	0.138152969	0.3855428279	0.2477477904
TLN2	-0.0374507643	0.9743751437	0.1381582646	0.3855428279	0.2477477904
S100A11	0.1631434152	1.1197241925	0.13876002	0.3869186137	0.2486318631
DNAL1	-0.08584299	0.9422338126	0.1391266356	0.3876370943	0.2490935549
KIAA1468	-0.0421302331	0.9712198189	0.1397952951	0.389109259	0.2500395603
RPL14	-0.0797862635	0.9461978164	0.1398737331	0.389109259	0.2500395603
GOLGA7B	0.0502510985	1.0354451255	0.1403399725	0.3901012674	0.2506770196
NUTF2	0.0294067145	1.020592337	0.1405612408	0.3904113153	0.2508762547
DNAJB1	-0.0433908055	0.9703715744	0.1412013561	0.3909086879	0.2511958638
SYNE1	-0.025882231	0.9822197719	0.1412107022	0.3909086879	0.2511958638
RDH11	-0.0402685416	0.9724739154	0.141239381	0.3909086879	0.2511958638
HSPBP1	-0.0672638581	0.9544464371	0.1413131286	0.3909086879	0.2511958638
RPL7	-0.0361033548	0.9752855895	0.1413378509	0.3909086879	0.2511958638
CUL4B	0.0274899673	1.0192372906	0.1414702951	0.3909086879	0.2511958638
BTF3L4	-0.0639816629	0.9566203169	0.1415093845	0.3909086879	0.2511958638
NDRG2	-0.1186343212	0.9210591278	0.1418687315	0.3915973209	0.2516383757
ARFIP1	0.0915323456	1.0655012943	0.1421583943	0.3920926876	0.2519566958
MTX2	-0.0501151306	0.9658592479	0.1422874307	0.3921445999	0.2519900543
KIAA1211L	-0.0325920808	0.9776621594	0.1432154581	0.3942355422	0.2533336828
POR	0.033570758	1.0235423227	0.1432677223	0.3942355422	0.2533336828
OXCT1	0.052817396	1.0372886371	0.1434746005	0.394499713	0.2535034376
RAB18	-0.033718792	0.9768989261	0.1442490664	0.3956210378	0.254223995
LRRC16A	0.073415587	1.0522048368	0.1443435186	0.3956210378	0.254223995
LSAMP	0.0453566662	1.0319382658	0.1444166045	0.3956210378	0.254223995
SCP2	-0.0476336513	0.9675219847	0.1444869282	0.3956210378	0.254223995
SNAP25	-0.0523417786	0.9643696956	0.144539055	0.3956210378	0.254223995
UHRF1BP1	-0.0734266672	0.9503779918	0.1445495641	0.3956210378	0.254223995
DDOST	-0.0487806103	0.9667530994	0.1448155254	0.3960092695	0.2544734706
KIAA0196	0.0392718289	1.0275950379	0.1450157924	0.3960092695	0.2544734706
ACO1	-0.0481383797	0.9671835554	0.1451296564	0.3960092695	0.2544734706
ANXA11	0.0581804643	1.0411518254	0.1451366181	0.3960092695	0.2544734706
ACAT2	0.0747061614	1.0531465162	0.1457788962	0.3974311024	0.255387133
HERC4	0.0390870807	1.0274634549	0.1458811185	0.3974311024	0.255387133
SDSL	-0.057343464	0.9610321072	0.1464313274	0.3982715814	0.2559272204
NTRK3	0.0629810699	1.0446220559	0.1464613187	0.3982715814	0.2559272204
APPL1	-0.0386506213	0.9735651147	0.1465254357	0.3982715814	0.2559272204
SPG20	-0.044972507	0.9693082886	0.1472516089	0.3997783254	0.2568954461
EEF1A2	0.0498270059	1.0351407923	0.1473044926	0.3997783254	0.2568954461
PTPN23	0.0325156081	1.022794004	0.1476687152	0.4004613481	0.2573343529
PDE1A	0.0602598817	1.0426535636	0.1481611783	0.4014130733	0.2579459265
SYT5	0.041714972	1.029336701	0.1482453002	0.4014130733	0.2579459265
CEP170B	0.052360255	1.0369600077	0.1485932519	0.4020492701	0.2583547432
ITGAV	0.0515914665	1.0364075759	0.1489428252	0.4024507395	0.2586127253
ACYP2	-0.0577697567	0.9607481799	0.1489678538	0.4024507395	0.2586127253
EXOC3	0.0299959977	1.0210092933	0.1492639312	0.4029446639	0.2589301186
OCIAD1	-0.0539134334	0.9633196947	0.1500139628	0.4046623804	0.2600339141
TMLHE	-0.1112406855	0.9257915594	0.1509227965	0.4066273367	0.2612965847
GNAQ	0.035835907	1.02515063	0.1509709702	0.4066273367	0.2612965847
HSD17B10	-0.056885023	0.9613375401	0.1513436133	0.4070254594	0.2615524163
TMEM192	0.0756347808	1.0538246131	0.1513475781	0.4070254594	0.2615524163
YES1	0.079688451	1.0567898029	0.1523059753	0.4092935498	0.2630098792
DDX42	-0.0413681208	0.9717330071	0.1527364661	0.4096772565	0.2632564471
NUDCD3	-0.0500822589	0.9658812552	0.1527523455	0.4096772565	0.2632564471
TUFM	-0.0359720397	0.9753743647	0.1527941876	0.4096772565	0.2632564471
KATNAL1	0.0259569009	1.0181547829	0.1529153709	0.4096934411	0.2632668472
FN3K	0.0611230591	1.0432775793	0.1532742674	0.410346007	0.2636861827
RPL34	-0.0520643554	0.964555157	0.1535984876	0.4109048261	0.2640452769
AGAP3	0.0389944028	1.0273974534	0.1540759852	0.4118725436	0.264667127
WDFY3	0.0362923831	1.0254750442	0.1542530384	0.4120362691	0.2647723362
XPOT	0.0428218562	1.0301267458	0.1543728904	0.4120470697	0.2647792766
MAP6D1	-0.0760819133	0.9486304523	0.1546305765	0.4121745699	0.2648612076
SERPINB1	0.076195631	1.0542343689	0.1548448823	0.4121745699	0.2648612076
FXYD7	-0.095854702	0.935717732	0.1548598919	0.4121745699	0.2648612076
CDH6	0.0679219548	1.0482057694	0.1550206774	0.4121745699	0.2648612076
FRY	0.0295032175	1.0206606074	0.1551836166	0.4121745699	0.2648612076
GBA2	0.0590589706	1.0417860115	0.15519155	0.4121745699	0.2648612076
ACOX1	-0.1075990239	0.9281314012	0.1552315693	0.4121745699	0.2648612076
HPRT1	0.0348808958	1.0244722425	0.1557475853	0.4132363225	0.2655434842
SLC25A12	-0.0511672112	0.965155155	0.1561754627	0.414062814	0.2660745832
YWHAG	0.0276708316	1.019365076	0.1565598223	0.4142856493	0.266217776
ANXA5	0.0734346295	1.0522187252	0.156632346	0.4142856493	0.266217776
GLRX	-0.0921507838	0.9381231431	0.1566737541	0.4142856493	0.266217776
PXK	-0.055474427	0.9622779482	0.1567252625	0.4142856493	0.266217776
BSN	-0.0477656179	0.9674334874	0.1569129754	0.4144739172	0.266338756
MRPS15	0.0628413605	1.0445209005	0.1573424589	0.4150557655	0.2667126486
FECH	-0.0586966661	0.9601311122	0.157366562	0.4150557655	0.2667126486
RABGEF1	0.0246385497	1.0172248065	0.1580098128	0.4164239048	0.2675918078
SPATA2	0.0767506586	1.0546400276	0.1581193635	0.4164239048	0.2675918078
NACA	-0.0333552557	0.9771451202	0.158499049	0.417115101	0.2680359668
SEC31A	-0.0258283978	0.9822564234	0.1586576226	0.4172238148	0.2681058257
SLC12A2	-0.0453122252	0.9690800678	0.159374992	0.4188007544	0.2691191588
TTC21B	-0.0775621792	0.9476576166	0.1598551257	0.4190860531	0.2693024902
FUBP1	-0.0369055014	0.9747434759	0.1599697708	0.4190860531	0.2693024902
CYTH3	0.0558430447	1.0394663422	0.1599795143	0.4190860531	0.2693024902
STAU2	-0.0581010101	0.9605276104	0.1600365615	0.4190860531	0.2693024902
HOMER1	-0.0409944699	0.9719847138	0.1600724975	0.4190860531	0.2693024902
ABCD3	-0.0429378186	0.9706763058	0.1604069312	0.4193297789	0.2694591071
EIF3H	-0.0372260406	0.9745269306	0.1604716936	0.4193297789	0.2694591071
DCTN5	-0.0272568134	0.9812843704	0.1605191565	0.4193297789	0.2694591071
RPS6KA1	-0.050092347	0.9658745013	0.1607484717	0.4196207353	0.2696460742
NENF	-0.063200391	0.957138502	0.1614387828	0.4208762792	0.2704528801
SETD3	-0.1027304855	0.9312687769	0.1614816789	0.4208762792	0.2704528801
MECR	-0.0489170963	0.9666616441	0.1616875286	0.4208762792	0.2704528801
PTK2B	0.0481699032	1.0339524955	0.1617026064	0.4208762792	0.2704528801
NDRG1	-0.0514085815	0.9649936931	0.16190833	0.4211036828	0.2705990085
NRAS	0.0367470643	1.0257982849	0.1625443224	0.4218926919	0.2711060216
CDIP1	0.1046591794	1.0752403469	0.1625455215	0.4218926919	0.2711060216
DIP2C	0.0322328144	1.022593538	0.1625674201	0.4218926919	0.2711060216
PIP4K2C	-0.0384793795	0.9736806796	0.1627297383	0.4219300055	0.2711299991
STK32C	0.0527209327	1.037219283	0.1628674055	0.4219300055	0.2711299991
HABP4	-0.0622228471	0.9577872614	0.1630506035	0.4219300055	0.2711299991
LRRC47	0.044552408	1.0313631522	0.1632352232	0.4219300055	0.2711299991
LPCAT4	-0.0526769031	0.9641457075	0.1632768405	0.4219300055	0.2711299991
MRPL47	-0.0618366389	0.9580436945	0.1632933158	0.4219300055	0.2711299991
TPT1	0.0472440588	1.033289173	0.1636885549	0.422340799	0.2713939728
NUAK1	-0.0571451664	0.9611642096	0.1636897026	0.422340799	0.2713939728
MCUR1	0.0513541388	1.0362370978	0.163897951	0.4225716736	0.2715423316
ECI2	-0.0908773966	0.9389515381	0.1640315005	0.4226097602	0.2715668058
SPTBN4	-0.0392841486	0.9731376892	0.1642728404	0.4229253011	0.2717695707
HPCA	0.0639927065	1.0453548154	0.1644403377	0.4230504134	0.2718499673
CNDP1	-0.1213459695	0.9193295573	0.1646344963	0.4232229232	0.2719608212
ERGIC3	-0.042293135	0.9711101598	0.1648805821	0.4232229232	0.2719608212
GOLGB1	-0.0364762	0.9750335726	0.1649431419	0.4232229232	0.2719608212
PTPRD	-0.0367022016	0.9748808432	0.1649831912	0.4232229232	0.2719608212
SLC24A2	-0.0817165761	0.944932659	0.1652590819	0.4236252257	0.2722193386
PSME1	0.0448339996	1.0315644779	0.165388071	0.423626183	0.2722199538
KRT10	-0.2332394504	0.8507225197	0.1655887642	0.423626183	0.2722199538
MAP6	-0.0446443327	0.9695288052	0.1657139151	0.423626183	0.2722199538
RAB3GAP2	-0.0300782811	0.9793671554	0.165741233	0.423626183	0.2722199538
LMNB2	-0.0377294839	0.9741869188	0.1658547704	0.423626183	0.2722199538
PSMD3	0.0222178754	1.0155194528	0.1664753762	0.4249063046	0.2730425532
KHDRBS1	-0.0427392461	0.9708099189	0.166922127	0.4257411669	0.2735790313
QPRT	0.1570668449	1.1150178801	0.1674063361	0.4266037636	0.2741333314
RTCA	-0.0525338116	0.9642413396	0.1675001287	0.4266037636	0.2741333314
IGBP1	0.0340310638	1.023868946	0.1678247904	0.4271248958	0.2744682082
PMP2	-0.0696759817	0.9528519773	0.1680261981	0.4273318176	0.274601175
GNG4	0.122641107	1.088726144	0.1687047491	0.4284862772	0.2753430247
EIF4G1	-0.0290007667	0.9800988944	0.1687743287	0.4284862772	0.2753430247
PIP4K2B	-0.0364725902	0.9750360122	0.1688414167	0.4284862772	0.2753430247
RPL26L1	-0.0299989064	0.97942104	0.1691040099	0.4288468048	0.2755746978
